region,state,agro_zone,crop_type,crop_variety,soil_type,soil_pH,soil_nitrogen,soil_phosphorus,soil_potassium,rainfall_mm,temperature_C,fertilizer_type,fertilizer_amount_kg_ha,irrigation_type,yield_kg_ha,humidity
Northcentral,Nasarawa,Derived Savanna,Rice,NERICA-1,Clay,7.3,150.2,33.9,27.5,1556.3,31.0,Organic,35.1,Surface,1789.1,53.7
Northcentral,Plateau,Northern Guinea Savanna,Cassava,TMS 30572,Loamy,4.2,79.6,68.1,85.7,962.2,35.8,None,0.0,Rainfed,8316.2,69.5
Southwest,Osun,Derived Savanna,Cassava,TMS 30572,Sandy Loam,4.5,60.8,42.6,73.2,1607.8,33.2,NPK,84.1,Rainfed,9360.7,58.7
Southwest,Osun,Derived Savanna,Cassava,NR 8082,Lateritic,8.2,11.0,35.4,163.7,1659.5,34.6,Urea,62.5,None,7850.1,66.3
Northwest,Katsina,Sudan Savanna,Beans,IT89KD-288,Lateritic,7.9,15.7,57.1,200.8,414.1,27.2,NPK,73.3,Surface,1317.9,54.8
Southwest,Oyo,Humid Forest,Rice,FARO 44,Sandy Loam,6.7,82.3,12.0,49.2,1579.0,29.0,Organic,89.7,None,1919.8,71.5
Northeast,Yobe,Sudan Savanna,Sorghum,CSR-01,Sandy Loam,5.5,51.2,6.9,155.4,946.1,36.7,NPK,129.8,Rainfed,269.6,51.9
Northcentral,Plateau,Northern Guinea Savanna,Cassava,Oko-Iyawo,Clay,6.8,5.1,26.9,179.1,1285.7,30.9,Urea,101.2,Rainfed,1371.7,71.5
Southwest,Osun,Derived Savanna,Cassava,TME 419,Sandy,5.3,130.2,21.1,205.4,1646.1,24.0,Organic,116.5,Rainfed,7151.0,51.6
Northwest,Zamfara,Sahel Savanna,Sorghum,SK 5912,Clay Loam,6.9,43.0,36.7,89.4,540.1,40.5,Urea,38.8,Sprinkler,3432.8,38.9
Northeast,Gombe,Sudan Savanna,Sorghum,SAMSORG 14,Loamy,5.2,30.0,66.3,112.7,617.3,27.0,Urea,166.2,Rainfed,1816.0,41.0
Southwest,Ondo,Humid Forest,Cassava,Oko-Iyawo,Loamy,4.8,84.5,95.2,79.4,1996.9,29.2,None,0.0,Rainfed,11612.5,76.2
Southeast,Abia,Humid Forest,Cassava,TMS 30572,Clay,4.1,9.5,73.2,148.2,1504.4,27.5,NPK,46.5,Surface,8724.9,67.9
Northeast,Taraba,Northern Guinea Savanna,Sorghum,CSR-01,Sandy,4.9,18.5,74.8,63.5,912.4,25.5,NPK,73.0,Rainfed,1682.1,60.6
Southwest,Oyo,Derived Savanna,Cassava,TME 419,Alluvial,4.8,52.7,16.5,177.5,1523.8,33.1,NPK,138.1,None,10974.0,71.9
Northcentral,Nasarawa,Northern Guinea Savanna,Pepper,Shombo,Alluvial,7.9,61.9,48.8,177.4,1208.4,32.0,Urea,157.9,Drip,2936.6,47.4
Northeast,Gombe,Sudan Savanna,Sorghum,SAMSORG 17,Alluvial,5.5,106.2,38.4,221.0,743.0,33.3,NPK,62.0,Rainfed,1922.1,58.1
Northcentral,Nasarawa,Northern Guinea Savanna,Sorghum,SAMSORG 14,Sandy Loam,6.3,108.2,31.7,152.7,863.6,30.8,Urea,122.5,Rainfed,2830.2,42.8
Northeast,Adamawa,Northern Guinea Savanna,Sorghum,SK 5912,Alluvial,8.2,81.2,31.7,177.6,854.8,30.0,NPK,104.6,Sprinkler,2834.8,43.4
Northeast,Yobe,Sahel Savanna,Sorghum,SK 5912,Alluvial,3.9,75.5,39.3,187.3,180.5,30.2,Organic,151.9,Surface,580.6,15.5
Southsouth,Edo,Humid Forest,Cassava,NR 8082,Sandy Loam,4.9,28.2,33.9,51.1,2547.8,32.7,NPK,47.1,Drip,3594.1,92.8
Northeast,Gombe,Sudan Savanna,Sorghum,SK 5912,Clay Loam,4.5,77.7,54.3,147.2,733.4,35.1,Urea,148.1,Rainfed,1188.1,33.7
Northeast,Yobe,Sudan Savanna,Sorghum,ICSV 400,Sandy Loam,5.4,150.5,16.2,129.5,748.7,37.4,NPK,79.7,Drip,2565.8,25.1
Southsouth,Edo,Derived Savanna,Pepper,Bawa,Clay Loam,7.6,43.1,29.3,113.2,1109.2,31.0,Organic,132.0,Rainfed,2980.0,47.6
Northcentral,Kwara,Derived Savanna,Cassava,NR 8082,Loamy,5.8,48.9,55.3,92.2,1535.0,34.2,NPK,25.8,Rainfed,11393.8,58.7
Southwest,Oyo,Derived Savanna,Cassava,NR 8082,Alluvial,7.3,136.4,12.7,97.8,1094.9,30.6,Organic,171.4,Rainfed,8350.5,67.6
Southwest,Osun,Derived Savanna,Cassava,TME 419,Sandy,5.6,119.5,64.1,192.8,1575.4,31.3,SSP,91.1,Rainfed,10895.9,61.5
Northwest,Katsina,Northern Guinea Savanna,Cassava,TMS 30572,Alluvial,4.8,112.4,57.2,79.9,1230.7,33.5,Organic,36.2,Rainfed,10455.5,72.1
Northwest,Katsina,Northern Guinea Savanna,Beans,Sampea-14,Lateritic,5.8,19.3,46.0,42.0,1134.5,29.1,Urea,41.8,Drip,1227.8,46.6
Southsouth,Delta,Derived Savanna,Rice,FARO 52,Clay,5.6,94.0,21.8,95.1,1369.3,27.0,NPK,35.2,Rainfed,3374.1,67.6
Northcentral,Niger,Northern Guinea Savanna,Maize,SAMMAZ 15,Clay Loam,4.1,57.7,88.9,39.9,1214.9,26.5,Organic,151.5,Drip,1589.7,44.7
Northcentral,Nasarawa,Derived Savanna,Cassava,TMS 30572,Clay,5.4,44.5,30.1,118.9,893.5,31.2,NPK,65.0,Surface,8340.1,70.3
Southsouth,Rivers,Humid Forest,Rice,Ofada,Lateritic,5.8,101.9,55.5,164.5,2209.5,24.1,None,0.0,Surface,3284.1,80.8
Northeast,Gombe,Sudan Savanna,Sorghum,CSR-01,Sandy Loam,7.1,25.1,93.5,46.6,956.8,29.5,NPK,55.2,Rainfed,1997.9,29.1
Southwest,Oyo,Derived Savanna,Yam,White Yam,Loamy,6.1,139.3,43.8,178.4,1616.1,28.3,SSP,125.8,Surface,7405.1,70.4
Southwest,Kwara,Derived Savanna,Rice,FARO 44,Lateritic,5.3,46.9,26.2,17.9,1608.7,34.3,NPK,112.5,Rainfed,702.2,63.1
Northeast,Yobe,Sudan Savanna,Sorghum,SAMSORG 17,Sandy,7.1,8.9,84.9,93.8,545.7,35.1,SSP,79.3,Surface,276.2,42.2
Northwest,Sokoto,Sudan Savanna,Sorghum,CSR-01,Sandy Loam,6.9,149.1,86.1,168.3,551.4,32.5,NPK,37.3,Rainfed,2219.1,52.6
Northeast,Gombe,Sudan Savanna,Sorghum,CSR-01,Alluvial,4.6,15.6,29.4,115.9,450.4,34.2,Organic,63.8,Sprinkler,1389.1,26.4
Southsouth,Edo,Derived Savanna,Cassava,NR 8082,Clay,4.3,24.5,32.3,68.7,1669.8,24.4,NPK,48.7,Surface,7094.4,70.4
Southwest,Osun,Derived Savanna,Beans,IT89KD-288,Sandy Loam,6.4,67.7,104.1,23.3,1029.3,26.8,NPK,103.1,Rainfed,905.8,61.6
Northwest,Kaduna,Northern Guinea Savanna,Sorghum,SAMSORG 14,Sandy,6.8,36.8,15.4,93.0,816.8,21.3,NPK,29.5,Sprinkler,1569.3,41.6
Northcentral,Plateau,Northern Guinea Savanna,Sorghum,SAMSORG 17,Alluvial,7.5,137.0,35.9,38.8,713.2,28.8,Urea,85.9,Rainfed,2671.1,57.3
Southsouth,Delta,Derived Savanna,Pepper,Shombo,Lateritic,8.2,111.1,39.9,113.4,1218.4,28.1,NPK,103.2,Rainfed,3921.8,82.5
Southsouth,Edo,Derived Savanna,Cassava,TME 419,Clay,4.1,39.2,57.5,145.0,948.3,24.7,Organic,142.0,Surface,8934.7,63.7
Northwest,Katsina,Northern Guinea Savanna,Beans,IT97K-499-35,Clay,6.5,136.4,64.2,57.9,987.3,22.8,Urea,109.4,Rainfed,1402.7,38.0
Southwest,Ogun,Humid Forest,Yam,Pona,Sandy,6.6,52.0,100.5,179.6,1954.6,32.3,Organic,124.7,Drip,7433.8,74.9
Southwest,Osun,Humid Forest,Rice,FARO 52,Loamy,8.0,73.0,74.6,15.0,1747.6,26.3,Urea,66.4,Rainfed,512.5,75.0
Northeast,Bauchi,Northern Guinea Savanna,Maize,DMR-LSR-Y,Alluvial,5.5,95.6,76.1,147.4,1122.0,21.2,NPK,99.7,Rainfed,2908.3,46.5
Northcentral,Plateau,Northern Guinea Savanna,Cassava,TME 419,Sandy,4.7,50.0,81.5,201.1,903.7,33.6,NPK,77.5,Sprinkler,8125.6,53.5
Northwest,Katsina,Northern Guinea Savanna,Sorghum,SAMSORG 14,Lateritic,7.8,100.2,35.0,182.2,895.8,35.6,NPK,119.9,Rainfed,2321.0,67.7
Northcentral,Niger,Northern Guinea Savanna,Tomato,Tropimech,Loamy,5.2,53.9,61.7,189.5,831.0,30.9,SSP,175.8,Rainfed,13536.2,44.3
Southeast,Abia,Humid Forest,Cassava,TMS 98/0505,Lateritic,8.1,50.8,105.0,187.0,2266.8,31.5,NPK,75.3,Rainfed,8131.8,88.6
Northeast,Bauchi,Sudan Savanna,Sorghum,SAMSORG 14,Clay,5.2,55.5,96.9,153.6,450.0,34.4,Urea,63.4,Rainfed,1448.5,47.9
Northwest,Sokoto,Sudan Savanna,Sorghum,SAMSORG 17,Clay Loam,6.6,108.5,65.9,217.9,919.9,28.9,NPK,172.5,Rainfed,2199.4,37.9
Northcentral,Nasarawa,Derived Savanna,Pepper,Tatase,Loamy,6.4,64.0,63.6,176.9,1649.0,24.5,Urea,81.4,Rainfed,3490.1,52.7
Northcentral,Kogi,Derived Savanna,Cassava,TMS 30572,Clay Loam,5.0,111.0,82.5,174.4,1071.5,24.6,Organic,178.8,Drip,11612.2,67.1
Northcentral,Kogi,Derived Savanna,Yam,Water Yam,Clay Loam,7.9,88.9,18.5,152.1,1535.5,30.9,Organic,133.6,Surface,6750.8,78.0
Northeast,Bauchi,Northern Guinea Savanna,Sorghum,SAMSORG 17,Clay Loam,4.4,21.6,66.4,31.4,914.8,30.2,NPK,23.1,Surface,1297.8,56.1
Northeast,Yobe,Sudan Savanna,Sorghum,SAMSORG 17,Clay,4.5,25.2,61.9,89.2,617.1,39.7,NPK,85.9,Rainfed,1062.0,47.2
Southwest,Oyo,Derived Savanna,Cassava,TMS 98/0505,Clay Loam,5.9,60.7,6.4,109.1,1439.0,28.0,Urea,103.3,Rainfed,5786.0,79.9
Northwest,Katsina,Northern Guinea Savanna,Cassava,NR 8082,Clay,7.3,7.8,19.6,197.1,1139.7,33.1,NPK,145.7,Rainfed,4718.3,57.7
Southeast,Ebonyi,Humid Forest,Cassava,Oko-Iyawo,Lateritic,8.0,7.6,95.3,141.5,2243.6,27.3,NPK,154.0,Rainfed,5722.9,72.1
Southwest,Ondo,Humid Forest,Cassava,Oko-Iyawo,Loamy,4.3,70.9,75.8,132.8,2567.3,28.4,NPK,147.1,Rainfed,8640.6,83.1
Northeast,Bauchi,Sudan Savanna,Sorghum,SAMSORG 17,Alluvial,7.6,41.5,11.3,50.0,599.4,29.1,Urea,178.3,Rainfed,1038.3,32.6
Southwest,Ogun,Humid Forest,Yam,Pona,Loamy,7.1,57.2,61.4,184.0,1616.4,32.3,NPK,141.0,Rainfed,7954.9,88.9
Southwest,Osun,Humid Forest,Rice,NERICA-1,Sandy Loam,7.4,111.9,62.6,195.6,2470.8,33.3,None,0.0,Rainfed,2675.1,88.8
Northcentral,Nasarawa,Derived Savanna,Beans,Sampea-14,Sandy,6.3,28.7,103.1,138.3,889.4,29.6,NPK,171.8,Surface,1822.0,66.7
Southeast,Enugu,Humid Forest,Rice,NERICA-1,Clay,7.5,71.9,32.6,198.7,1997.3,27.7,Urea,21.7,Rainfed,3282.9,70.5
Southwest,Kwara,Derived Savanna,Cassava,NR 8082,Sandy,4.0,6.6,14.3,50.2,1041.5,23.1,Urea,40.0,Drip,2939.4,82.5
Southeast,Enugu,Humid Forest,Rice,Ofada,Loamy,4.6,125.3,31.4,36.7,2274.0,32.7,Organic,120.4,Drip,3079.8,70.6
Northwest,Sokoto,Sahel Savanna,Sorghum,SK 5912,Alluvial,7.5,78.4,8.1,121.4,595.7,29.9,NPK,114.8,Rainfed,247.6,40.0
Northcentral,Plateau,Northern Guinea Savanna,Sorghum,SAMSORG 17,Alluvial,6.1,113.0,22.8,58.4,809.0,27.9,Urea,85.3,Rainfed,2754.5,39.4
Northeast,Bauchi,Northern Guinea Savanna,Beans,Sampea-14,Sandy,7.8,49.7,103.8,216.8,797.5,22.1,NPK,166.6,Rainfed,1459.7,76.4
Northwest,Katsina,Northern Guinea Savanna,Maize,SAMMAZ 15,Loamy,5.1,80.3,103.3,45.6,807.5,22.6,NPK,105.7,Drip,3006.2,64.0
Southsouth,Cross River,Humid Forest,Rice,FARO 44,Sandy Loam,5.8,58.0,75.1,22.4,1425.9,23.8,None,0.0,Rainfed,1351.9,75.5
Southsouth,Edo,Derived Savanna,Rice,NERICA-1,Loamy,7.7,116.9,84.5,29.1,1364.1,31.4,NPK,171.4,Rainfed,2805.1,84.3
Northeast,Bauchi,Northern Guinea Savanna,Maize,DMR-LSR-Y,Alluvial,6.4,89.9,109.3,84.3,921.1,29.6,None,0.0,Rainfed,3182.7,67.8
Northcentral,Niger,Derived Savanna,Rice,Ofada,Clay,7.8,115.7,17.7,136.8,1244.2,26.8,Urea,118.8,Rainfed,2774.7,62.0
Northeast,Taraba,Northern Guinea Savanna,Sorghum,SAMSORG 14,Sandy Loam,8.2,86.9,69.1,56.7,713.3,34.3,NPK,54.3,Rainfed,2910.6,55.8
Southeast,Anambra,Humid Forest,Cassava,NR 8082,Lateritic,4.9,103.2,6.2,34.9,2411.9,33.3,NPK,140.8,Drip,836.7,75.1
Northeast,Yobe,Sahel Savanna,Sorghum,ICSV 400,Clay Loam,8.0,90.2,34.0,190.2,559.9,39.9,NPK,42.7,Surface,2788.5,34.7
Southeast,Anambra,Humid Forest,Yam,Water Yam,Loamy,5.8,110.0,91.4,139.2,1538.8,30.4,Urea,142.1,Sprinkler,7667.4,85.4
Southwest,Osun,Derived Savanna,Cassava,TMS 30572,Sandy,4.5,10.1,112.1,125.8,1264.9,25.8,NPK,42.3,Rainfed,10436.2,58.9
Southsouth,Edo,Derived Savanna,Cassava,NR 8082,Lateritic,4.2,126.7,55.7,151.0,1045.7,25.5,NPK,139.6,Drip,10718.8,59.2
Southwest,Oyo,Derived Savanna,Cassava,Oko-Iyawo,Clay Loam,5.8,135.5,14.4,156.6,1535.9,30.8,Urea,74.9,Rainfed,7711.6,53.9
Northcentral,Niger,Northern Guinea Savanna,Tomato,Tropimech,Sandy,4.5,109.9,107.9,135.7,1013.3,27.3,NPK,61.9,Rainfed,9839.9,43.7
Southsouth,Edo,Derived Savanna,Cassava,NR 8082,Alluvial,4.3,137.8,30.6,88.3,1616.7,31.0,None,0.0,Sprinkler,9153.7,70.7
Northwest,Kebbi,Sudan Savanna,Sorghum,ICSV 400,Sandy,4.5,38.1,30.2,82.4,514.6,30.9,NPK,162.9,Rainfed,1131.6,34.8
Northwest,Zamfara,Sudan Savanna,Sorghum,SAMSORG 14,Loamy,6.4,52.2,41.8,57.5,747.3,33.8,Urea,33.6,Rainfed,2330.2,58.9
Northwest,Sokoto,Sudan Savanna,Sorghum,SAMSORG 14,Clay,5.7,108.8,91.3,85.6,778.6,29.9,None,0.0,Rainfed,1838.5,27.1
Northcentral,Plateau,Northern Guinea Savanna,Cassava,TMS 30572,Sandy Loam,7.6,13.4,106.4,205.2,1006.0,30.2,NPK,169.8,Rainfed,8487.2,61.6
Northcentral,Niger,Northern Guinea Savanna,Beans,IT97K-499-35,Alluvial,7.7,34.8,95.1,44.3,1272.9,25.0,None,0.0,Rainfed,835.6,58.9
Northwest,Zamfara,Sahel Savanna,Sorghum,ICSV 400,Lateritic,8.4,137.3,62.4,19.8,181.0,33.7,Urea,103.8,Rainfed,537.7,28.9
Northwest,Kaduna,Northern Guinea Savanna,Sorghum,CSR-01,Clay Loam,4.4,19.7,79.7,143.5,1185.3,26.9,NPK,104.3,Rainfed,1153.2,44.9
Southwest,Ogun,Humid Forest,Rice,Ofada,Loamy,7.5,113.0,89.0,89.1,2158.8,24.8,NPK,23.0,Rainfed,2891.1,65.9
Southwest,Oyo,Derived Savanna,Pepper,Nsukka Yellow,Alluvial,6.8,90.8,56.6,139.2,1307.7,33.2,NPK,157.6,Rainfed,4451.3,60.4
Northcentral,Niger,Northern Guinea Savanna,Cassava,Oko-Iyawo,Sandy Loam,5.4,62.5,106.2,154.2,1241.4,34.2,NPK,53.6,None,11886.0,76.6
Northeast,Bauchi,Northern Guinea Savanna,Sorghum,SAMSORG 17,Sandy Loam,8.3,138.5,49.9,33.5,990.5,32.2,NPK,20.2,Rainfed,2307.9,53.3
Southsouth,Delta,Derived Savanna,Rice,FARO 44,Alluvial,4.2,46.5,44.9,37.8,1704.6,30.2,None,0.0,Rainfed,1594.2,70.9
Southwest,Oyo,Derived Savanna,Cassava,TMS 98/0505,Loamy,4.6,113.9,110.4,157.1,1344.6,28.3,NPK,122.5,Rainfed,9633.0,55.1
Northeast,Taraba,Northern Guinea Savanna,Tomato,UC82B,Clay Loam,8.0,48.4,107.2,179.5,908.0,29.3,NPK,138.5,Rainfed,15366.3,73.2
Southeast,Imo,Humid Forest,Cassava,TMS 98/0505,Loamy,5.3,23.5,21.4,149.3,2183.7,25.4,Urea,88.8,Rainfed,11707.2,91.9
Northwest,Katsina,Sudan Savanna,Beans,Sampea-7,Clay Loam,4.8,11.4,56.5,152.4,769.4,29.5,NPK,138.9,Rainfed,711.3,58.5
Southsouth,Delta,Derived Savanna,Cassava,NR 8082,Loamy,6.6,130.4,49.7,206.0,1517.3,30.5,NPK,117.2,Rainfed,10603.1,58.2
Southwest,Osun,Derived Savanna,Cassava,TME 419,Sandy Loam,4.4,108.2,54.6,156.5,1270.0,23.6,NPK,158.8,Rainfed,7906.5,51.7
Northcentral,Niger,Northern Guinea Savanna,Pepper,Bawa,Clay Loam,4.7,134.3,52.9,103.6,763.5,24.0,NPK,21.1,None,2882.8,46.8
Northwest,Katsina,Sudan Savanna,Sorghum,SAMSORG 17,Clay Loam,5.7,66.4,19.5,78.7,821.3,35.3,Urea,83.5,Rainfed,2260.1,31.7
Northeast,Bauchi,Northern Guinea Savanna,Sorghum,SAMSORG 14,Clay,8.4,45.7,68.5,23.4,857.9,36.1,None,0.0,Rainfed,1943.0,62.2
Southwest,Oyo,Derived Savanna,Maize,Oba Super-1,Clay Loam,7.6,90.7,61.3,84.2,1027.7,30.8,Urea,27.8,Surface,4133.8,54.8
Northcentral,Nasarawa,Derived Savanna,Cassava,NR 8082,Lateritic,7.4,18.3,99.1,207.6,910.5,28.2,Organic,122.3,Drip,9583.1,77.5
Southsouth,Edo,Derived Savanna,Yam,Water Yam,Clay,8.2,42.4,63.5,100.7,1538.0,25.1,NPK,87.5,Surface,5160.9,57.1
Southsouth,Delta,Derived Savanna,Cassava,Oko-Iyawo,Sandy,4.4,44.0,86.4,201.2,1339.3,24.2,NPK,38.7,Surface,10604.8,65.1
Southsouth,Edo,Humid Forest,Cassava,TME 419,Alluvial,6.9,91.2,4.2,44.8,2019.8,34.2,Urea,143.4,Rainfed,1600.4,72.2
Southsouth,Delta,Derived Savanna,Rice,NERICA-1,Clay,7.9,72.0,98.4,57.0,1530.1,33.3,SSP,93.8,Rainfed,2847.4,69.1
Southwest,Ogun,Humid Forest,Rice,FARO 44,Clay Loam,6.2,84.1,62.3,175.2,1646.2,31.7,Organic,97.3,Rainfed,3706.4,77.5
Southwest,Lagos,Humid Forest,Cassava,TMS 98/0505,Alluvial,6.1,16.9,71.9,113.1,1593.5,26.3,Urea,175.5,Sprinkler,9611.6,97.6
Northwest,Sokoto,Sudan Savanna,Sorghum,SAMSORG 14,Clay,5.8,80.9,16.3,165.7,565.0,32.8,None,0.0,Rainfed,1769.6,28.3
Northwest,Zamfara,Sahel Savanna,Sorghum,CSR-01,Loamy,4.9,93.7,23.6,129.8,429.2,35.7,Urea,76.4,Surface,1600.4,27.2
Southsouth,Edo,Derived Savanna,Rice,FARO 44,Loamy,7.3,63.2,93.2,55.2,1384.9,31.5,NPK,158.9,Surface,2250.5,60.1
Northeast,Bauchi,Northern Guinea Savanna,Pepper,Nsukka Yellow,Loamy,6.6,89.5,74.4,96.3,1092.5,33.2,NPK,161.2,Surface,5188.2,68.3
Northeast,Taraba,Northern Guinea Savanna,Sorghum,CSR-01,Lateritic,5.9,14.6,20.6,52.8,741.9,22.9,Urea,32.1,Drip,1320.3,51.5
Northcentral,Nasarawa,Northern Guinea Savanna,Maize,SAMMAZ 15,Clay Loam,7.5,98.9,63.8,84.5,1317.9,31.8,Organic,153.5,None,3579.6,69.1
Southsouth,Akwa Ibom,Humid Forest,Cassava,TME 419,Clay Loam,6.3,20.4,20.6,78.5,2443.0,26.1,Organic,31.7,Surface,9197.6,69.9
Southwest,Ekiti,Humid Forest,Yam,Water Yam,Clay,7.7,52.4,56.7,140.7,2000.7,34.1,NPK,162.3,Rainfed,6471.6,84.4
Southwest,Lagos,Humid Forest,Yam,Pona,Clay Loam,5.5,55.1,59.9,154.9,1568.2,28.5,NPK,81.7,Surface,7631.8,71.8
Northwest,Sokoto,Sudan Savanna,Sorghum,SAMSORG 14,Sandy Loam,6.5,125.3,104.7,152.7,883.9,37.7,None,0.0,Drip,2592.5,42.4
Southsouth,Delta,Derived Savanna,Cassava,NR 8082,Clay Loam,7.2,52.4,10.7,75.6,1389.7,26.2,NPK,22.8,Rainfed,8034.6,68.0
Northwest,Katsina,Northern Guinea Savanna,Maize,DTMA,Sandy Loam,5.4,107.1,41.8,82.2,1288.7,30.2,Organic,51.3,Sprinkler,3592.0,48.7
Northeast,Adamawa,Northern Guinea Savanna,Pepper,Shombo,Loamy,7.9,38.2,107.7,125.9,946.9,24.8,NPK,35.3,Rainfed,4280.4,76.4
Northcentral,Plateau,Northern Guinea Savanna,Sorghum,ICSV 400,Loamy,6.8,29.3,24.7,134.2,832.1,35.4,NPK,25.7,Drip,3272.6,46.7
Northeast,Yobe,Sudan Savanna,Sorghum,CSR-01,Clay,4.3,82.8,59.3,17.2,599.0,39.4,SSP,125.7,Rainfed,612.6,31.0
Northwest,Sokoto,Sudan Savanna,Sorghum,CSR-01,Sandy Loam,8.4,68.7,72.8,216.0,601.2,27.7,NPK,40.7,Drip,3064.9,30.8
Northwest,Kaduna,Northern Guinea Savanna,Sorghum,ICSV 400,Clay Loam,8.0,148.6,22.7,22.1,1059.4,33.9,Organic,133.6,Rainfed,2014.9,66.7
Northeast,Yobe,Sudan Savanna,Tomato,Tropimech,Lateritic,4.4,124.7,93.8,150.2,754.5,29.1,Organic,156.7,Sprinkler,9414.9,54.9
Southeast,Imo,Humid Forest,Cassava,Oko-Iyawo,Lateritic,8.3,4.4,66.1,104.6,2168.9,25.2,NPK,46.1,Sprinkler,1360.1,87.1
Northcentral,Plateau,Northern Guinea Savanna,Cassava,Oko-Iyawo,Lateritic,4.4,64.8,42.3,201.5,991.6,31.6,NPK,113.4,Rainfed,10873.1,73.2
Northwest,Katsina,Northern Guinea Savanna,Cassava,TMS 98/0505,Alluvial,4.0,57.4,19.8,184.7,845.8,25.6,NPK,120.7,Rainfed,4993.8,46.1
Northeast,Yobe,Sudan Savanna,Sorghum,SK 5912,Clay,4.5,144.3,29.4,122.5,781.6,28.9,NPK,172.6,Rainfed,1071.3,48.8
Northcentral,Nasarawa,Derived Savanna,Rice,FARO 52,Clay Loam,7.2,126.6,60.9,184.2,1391.1,23.0,Organic,158.4,Rainfed,3252.3,78.1
Northwest,Katsina,Northern Guinea Savanna,Maize,DTMA,Clay,7.6,106.5,96.7,198.4,717.2,24.2,Organic,156.9,Drip,3821.0,63.8
Southsouth,Delta,Humid Forest,Pepper,Atarugu,Alluvial,8.0,91.9,71.4,170.2,1414.9,24.7,Urea,47.6,Surface,4155.6,70.1
Northcentral,Nasarawa,Derived Savanna,Cassava,Oko-Iyawo,Lateritic,5.1,25.7,22.7,208.3,1258.8,27.3,Urea,141.3,Rainfed,10879.9,69.0
Northeast,Yobe,Sahel Savanna,Sorghum,SAMSORG 14,Clay Loam,5.8,143.0,86.1,36.7,677.2,33.8,NPK,33.2,Drip,3092.1,24.7
Northwest,Sokoto,Sahel Savanna,Sorghum,SAMSORG 17,Clay,7.4,74.0,46.7,214.0,682.4,38.0,Organic,118.5,Rainfed,2056.4,27.4
Southsouth,Delta,Humid Forest,Rice,FARO 52,Lateritic,4.6,108.5,28.5,24.9,1418.8,30.4,Urea,52.2,Rainfed,2010.6,94.5
Northcentral,Niger,Derived Savanna,Rice,NERICA-1,Sandy Loam,6.0,121.8,14.7,50.7,979.9,26.2,NPK,117.4,Surface,1888.1,66.9
Southwest,Osun,Humid Forest,Cassava,Oko-Iyawo,Loamy,4.2,51.0,73.2,120.5,2145.0,31.4,NPK,22.3,Rainfed,10552.9,78.7
Northcentral,Nasarawa,Northern Guinea Savanna,Sorghum,SAMSORG 17,Sandy Loam,6.3,86.5,54.5,22.3,1023.3,29.6,Urea,175.1,Surface,2285.7,64.0
Northeast,Bauchi,Northern Guinea Savanna,Cassava,TME 419,Sandy,7.4,49.1,10.8,111.9,824.3,29.2,NPK,25.1,Rainfed,5988.7,56.7
Northeast,Taraba,Northern Guinea Savanna,Pepper,Tatase,Lateritic,6.5,117.1,57.9,173.7,758.9,30.4,NPK,90.4,None,4164.3,67.9
Southsouth,Edo,Humid Forest,Yam,Yellow Yam,Sandy,8.2,140.7,105.1,143.2,2052.6,29.7,NPK,110.2,Rainfed,5856.4,90.0
Northeast,Adamawa,Northern Guinea Savanna,Cassava,TMS 30572,Clay Loam,4.7,36.2,104.6,195.6,1005.7,31.3,NPK,51.6,Rainfed,10322.1,61.2
Southwest,Osun,Derived Savanna,Rice,Ofada,Sandy,7.7,132.0,100.5,29.0,1645.5,30.9,None,0.0,Rainfed,2427.9,84.0
Northcentral,Nasarawa,Northern Guinea Savanna,Cassava,TME 419,Loamy,6.2,101.4,10.2,76.2,1201.7,27.5,NPK,77.0,Rainfed,4430.1,42.9
Northcentral,Niger,Northern Guinea Savanna,Cassava,Oko-Iyawo,Lateritic,5.6,35.5,82.8,178.8,970.6,26.3,NPK,137.3,Rainfed,10914.0,67.4
Northwest,Kaduna,Northern Guinea Savanna,Sorghum,CSR-01,Clay,7.4,115.8,28.9,140.0,778.9,33.9,NPK,46.4,Surface,2838.9,37.1
Southsouth,Delta,Derived Savanna,Yam,Yellow Yam,Clay Loam,7.5,111.9,103.0,101.1,1120.0,33.7,SSP,176.1,Surface,7347.2,68.4
Southsouth,Edo,Derived Savanna,Pepper,Shombo,Clay Loam,5.9,72.7,53.0,80.6,945.9,31.5,NPK,67.8,None,4194.8,84.2
Southwest,Oyo,Humid Forest,Cassava,TME 419,Clay Loam,6.8,34.9,45.3,89.7,2440.3,29.3,NPK,85.7,Surface,8928.4,66.4
Southsouth,Edo,Derived Savanna,Cassava,TME 419,Clay,5.3,70.3,54.8,208.4,961.8,31.6,NPK,60.3,Rainfed,10035.6,80.0
Southeast,Ebonyi,Humid Forest,Rice,FARO 44,Clay,6.0,76.1,63.6,58.6,1877.2,24.4,NPK,62.9,Surface,3611.4,87.8
Southwest,Kwara,Derived Savanna,Pepper,Tatase,Clay Loam,5.7,55.9,93.0,142.4,1357.9,29.8,NPK,82.0,Surface,4120.8,51.7
Southeast,Abia,Humid Forest,Cassava,TMS 98/0505,Alluvial,5.9,6.0,66.3,204.3,1650.9,33.7,NPK,22.8,Rainfed,2512.6,78.4
